SigUF,NomRegiao,CodMunicipioIbge,NomMunicipio,qtd_empreendimentos,potencia_total_kw,potencia_media_kw
MG,Sudeste,3122108,Divino das Laranjeiras,117,805.11,6.88
MG,Sudeste,3114600,Carrancas,92,803.56,8.73
SE,Nordeste,2804003,Maruim,67,801.18,11.96
AL,Nordeste,2708956,Senador Rui Palmeira,90,800.63,8.9
PA,Norte,1500305,Afuá,51,799.77,15.68
PE,Nordeste,2602704,Buenos Aires,87,799.49,9.19
TO,Norte,1712454,Luzinópolis,77,799.18,10.38
PI,Nordeste,2210201,São José do Piauí,91,798.66,8.78
RS,Sul,4314506,Pinheiro Machado,97,798.06,8.23
SP,Sudeste,3532157,Nantes,99,797.46,8.06
AL,Nordeste,2705408,Monteirópolis,48,794.46,16.55
MG,Sudeste,3141207,Matutina,78,794.22,10.18
TO,Norte,1720002,Santa Terezinha do Tocantins,45,793.28,17.63
RS,Sul,4321832,Três Forquilhas,96,793.08,8.26
RN,Nordeste,2404804,Ipueira,127,790.98,6.23
MG,Sudeste,3106101,Belmiro Braga,44,790.36,17.96
SP,Sudeste,3538501,Piquete,110,789.66,7.18
RN,Nordeste,2402907,Coronel João Pessoa,115,789.35,6.86
SC,Sul,4203402,Campo Belo do Sul,75,789.33,10.52
BA,Nordeste,2919959,Maetinga,97,789.22,8.14
RN,Nordeste,2409506,Pedra Grande,86,788.8,9.17
MG,Sudeste,3165305,São Vicente de Minas,59,786.96,13.34
PB,Nordeste,2505204,Cuitegi,36,785.73,21.83
BA,Nordeste,2922201,Muniz Ferreira,97,783.5,8.08
MG,Sudeste,3123502,Douradoquara,97,781.91,8.06
PB,Nordeste,2510105,Nova Floresta,65,781.46,12.02
BA,Nordeste,2922755,Nova Ibiá,84,781.09,9.3
MG,Sudeste,3155900,Rio Preto,82,780.48,9.52
SP,Sudeste,3549250,São João de Iracema,110,779.68,7.09
MA,Nordeste,2105476,Jenipapo dos Vieiras,106,778.8,7.35
TO,Norte,1713700,Monte Santo do Tocantins,54,777.55,14.4
GO,Centro Oeste,5212600,Mairipotaba,71,777.53,10.95
MG,Sudeste,3122454,Divisópolis,41,777.35,18.96
TO,Norte,1701051,Angico,44,776.83,17.66
PA,Norte,1507706,São Sebastião da Boa Vista,57,776.61,13.62
BA,Nordeste,2922052,Mulungu do Morro,110,776.05,7.06
PR,Sul,4113254,Laranjal,72,775.06,10.76
GO,Centro Oeste,5212907,Marzagão,108,774.77,7.17
MG,Sudeste,3129608,Ibiaí,63,772.79,12.27
PI,Nordeste,2200103,Agricolândia,80,772.51,9.66
MG,Sudeste,3126950,Frei Lagonegro,41,771.85,18.83
PR,Sul,4108452,Foz do Jordão,73,771.58,10.57
MA,Nordeste,2100402,Altamira do Maranhão,79,771.5,9.77
TO,Norte,1720259,São Salvador do Tocantins,60,770.11,12.84
MA,Nordeste,2110906,São Francisco do Maranhão,108,768.15,7.11
MG,Sudeste,3160108,Santo Antônio do Grama,57,767.87,13.47
MA,Nordeste,2107605,Palmeirândia,81,766.75,9.47
MG,Sudeste,3115359,Catas Altas,111,765.78,6.9
PB,Nordeste,2505600,Diamante,93,763.43,8.21
BA,Nordeste,2902401,Aurelino Leal,76,763.37,10.04
RN,Nordeste,2413706,Sítio Novo,78,763.16,9.78
RJ,Sudeste,3305901,Trajano de Moraes,105,763.0,7.27
BA,Nordeste,2923902,Pau Brasil,103,762.93,7.41
MG,Sudeste,3136959,Juvenília,63,762.64,12.11
MG,Sudeste,3171907,Virgolândia,94,761.66,8.1
AL,Nordeste,2705002,Mata Grande,93,760.71,8.18
MG,Sudeste,3135076,Jampruca,81,759.22,9.37
MG,Sudeste,3134707,Jacinto,96,758.99,7.91
MG,Sudeste,3100500,Açucena,85,758.89,8.93
PI,Nordeste,2205409,Joaquim Pires,95,758.28,7.98
PI,Nordeste,2208700,Redenção do Gurguéia,74,757.46,10.24
MA,Nordeste,2103109,Cedral,58,757.21,13.06
CE,Nordeste,2312502,São João do Jaguaribe,94,756.24,8.05
SE,Nordeste,2804706,Nossa Senhora de Lourdes,77,756.06,9.82
MG,Sudeste,3158805,Santana do Jacaré,36,754.36,20.95
PB,Nordeste,2513604,Santana dos Garrotes,93,752.94,8.1
RS,Sul,4321493,Toropi,138,751.7,5.45
BA,Nordeste,2928307,Santanópolis,90,751.68,8.35
MG,Sudeste,3130804,Ingaí,60,751.06,12.52
MG,Sudeste,3127503,Gonzaga,71,748.59,10.54
RS,Sul,4318622,São José dos Ausentes,74,746.89,10.09
MA,Nordeste,2103174,Centro Novo do Maranhão,77,743.3,9.65
GO,Centro Oeste,5221577,Uirapuru,62,741.34,11.96
MG,Sudeste,3162658,São João do Pacuí,48,740.76,15.43
MG,Sudeste,3157302,Santa Bárbara do Tugúrio,52,740.73,14.24
MG,Sudeste,3139250,Mamonas,124,740.21,5.97
TO,Norte,1700251,Abreulândia,61,739.83,12.13
GO,Centro Oeste,5213400,Moiporá,83,739.36,8.91
MG,Sudeste,3161056,São Félix de Minas,79,736.86,9.33
AC,Norte,1200054,Assis Brasil,72,736.66,10.23
PI,Nordeste,2206951,Novo Santo Antônio,64,734.87,11.48
AM,Norte,1304062,Tabatinga,36,733.9,20.39
RS,Sul,4311130,Jari,113,733.8,6.49
MG,Sudeste,3112208,Capela Nova,37,733.36,19.82
BA,Nordeste,2902203,Aramari,80,732.09,9.15
SE,Nordeste,2803906,Malhador,68,731.97,10.76
PR,Sul,4122909,Salto do Itararé,51,730.86,14.33
SE,Nordeste,2806305,Santa Luzia do Itanhy,52,730.35,14.05
PA,Norte,1502004,Cachoeira do Arari,74,730.34,9.87
RS,Sul,4320651,Silveira Martins,73,730.26,10.0
CE,Nordeste,2300804,Antonina do Norte,110,729.86,6.64
MG,Sudeste,3136108,Joanésia,101,729.24,7.22
PR,Sul,4106456,Coronel Domingos Soares,43,729.17,16.96
PB,Nordeste,2502409,Bonito de Santa Fé,83,729.14,8.78
SP,Sudeste,3514957,Embaúba,84,727.29,8.66
MG,Sudeste,3163508,São José do Jacuri,84,725.63,8.64
RS,Sul,4315321,Quevedos,83,724.18,8.73
MG,Sudeste,3163300,São José do Divino,83,724.14,8.72
PI,Nordeste,2206753,Nossa Senhora de Nazaré,111,720.98,6.5
MG,Sudeste,3159100,Santana dos Montes,48,720.08,15.0
MG,Sudeste,3157336,Santa Cruz de Minas,84,719.76,8.57
PI,Nordeste,2209203,Santa Filomena,42,719.22,17.12
MG,Sudeste,3163607,São José do Mantimento,97,717.96,7.4
MG,Sudeste,3164100,São Pedro do Suaçuí,67,717.01,10.7
MT,Centro Oeste,5106315,Novo Santo Antônio,83,716.97,8.64
PI,Nordeste,2207207,Padre Marcos,98,716.61,7.31
SP,Sudeste,3503356,Arco-Íris,66,715.5,10.84
PR,Sul,4107124,Diamante do Sul,44,715.04,16.25
PB,Nordeste,2508000,Juru,101,714.87,7.08
MG,Sudeste,3102803,Andrelândia,56,714.61,12.76
AM,Norte,1300508,Barreirinha,16,714.48,44.66
MA,Nordeste,2108801,Pirapemas,67,714.25,10.66
MG,Sudeste,3103207,Araçaí,65,714.08,10.99
BA,Nordeste,2903953,Bom Jesus da Serra,59,713.18,12.09
SE,Nordeste,2801702,Cristinápolis,60,712.37,11.87
AM,Norte,1303205,Novo Airão,41,712.3,17.37
RS,Sul,4312377,Monte Alegre dos Campos,58,712.18,12.28
MG,Sudeste,3119807,Córrego Danta,77,711.91,9.25
MG,Sudeste,3166709,Serra dos Aimorés,76,711.85,9.37
PI,Nordeste,2209955,São João da Varjota,69,710.52,10.3
PI,Nordeste,2206001,Marcos Parente,68,710.38,10.45
GO,Centro Oeste,5203104,Baliza,75,710.06,9.47
MG,Sudeste,3161601,São Geraldo da Piedade,89,709.85,7.98
PE,Nordeste,2616506,Xexéu,83,708.67,8.54
CE,Nordeste,2309102,Mulungu,97,708.1,7.3
RO,Norte,1101450,Parecis,78,708.0,9.08
MG,Sudeste,3126307,Fortaleza de Minas,88,707.15,8.04
RS,Sul,4312625,Muliterno,80,706.27,8.83
BA,Nordeste,2919058,Lajedo do Tabocal,55,706.13,12.84
SP,Sudeste,3504909,Bananal,81,705.99,8.72
MA,Nordeste,2111748,Senador Alexandre Costa,45,704.39,15.65
BA,Nordeste,2932457,Umburanas,78,703.67,9.02
MA,Nordeste,2104073,Feira Nova do Maranhão,52,703.5,13.53
MG,Sudeste,3163201,São José do Alegre,84,703.22,8.37
BA,Nordeste,2902302,Aratuípe,72,703.15,9.77
GO,Centro Oeste,5219456,Santa Rita do Novo Destino,37,702.9,19.0
MG,Sudeste,3115201,Conceição da Barra de Minas,85,702.75,8.27
PI,Nordeste,2204659,Ilha Grande,87,702.7,8.08
MG,Sudeste,3134301,Itumirim,80,702.3,8.78
PI,Nordeste,2203859,Floresta do Piauí,119,702.19,5.9
PI,Nordeste,2206670,Morro do Chapéu do Piauí,83,702.03,8.46
SP,Sudeste,3517307,Guaimbê,93,701.88,7.55
PI,Nordeste,2201101,Avelino Lopes,83,701.86,8.46
GO,Centro Oeste,5213855,Morro Agudo de Goiás,55,701.66,12.76
SP,Sudeste,3513850,Dirce Reis,114,701.37,6.15
PI,Nordeste,2207850,Pavussu,76,701.31,9.23
MG,Sudeste,3126802,Frei Gaspar,95,699.85,7.37
BA,Nordeste,2910206,Dom Macedo Costa,73,699.52,9.58
PB,Nordeste,2506707,Imaculada,60,699.51,11.66
MG,Sudeste,3170578,Vargem Alegre,61,698.6,11.45
PI,Nordeste,2203453,Dom Inocêncio,91,698.3,7.67
SP,Sudeste,3546256,Santa Cruz da Esperança,67,696.78,10.4
MG,Sudeste,3127339,Gameleiras,89,695.76,7.82
BA,Nordeste,2916609,Itapitanga,85,695.71,8.18
RS,Sul,4311734,Mampituba,67,692.84,10.34
SE,Nordeste,2806800,São Domingos,78,692.64,8.88
PB,Nordeste,2508109,Lagoa,78,692.0,8.87
PB,Nordeste,2503100,Cabaceiras,44,691.94,15.73
RS,Sul,4300638,Amaral Ferrador,95,691.65,7.28
MG,Sudeste,3111150,Campo Azul,40,690.19,17.25
MG,Sudeste,3108503,Botumirim,33,689.7,20.9
SE,Nordeste,2803401,Japoatã,63,689.44,10.94
PB,Nordeste,2500908,Arara,67,689.09,10.28
MG,Sudeste,3120870,Curral de Dentro,59,688.45,11.67
AL,Nordeste,2703007,Ibateguara,106,687.33,6.48
RR,Norte,1400506,São João da Baliza,43,686.97,15.98
PB,Nordeste,2503407,Cacimba de Areia,86,686.76,7.99
BA,Nordeste,2922607,Nilo Peçanha,82,685.21,8.36
PI,Nordeste,2209807,São Gonçalo do Piauí,102,684.3,6.71
BA,Nordeste,2903102,Barra do Rocha,69,684.18,9.92
PB,Nordeste,2504207,Catingueira,93,682.44,7.34
SP,Sudeste,3527504,Lucianópolis,107,681.89,6.37
PI,Nordeste,2205565,Lagoa do Barro do Piauí,85,681.61,8.02
TO,Norte,1717800,Ponte Alta do Bom Jesus,89,681.51,7.66
BA,Nordeste,2922854,Nova Redenção,82,681.22,8.31
BA,Nordeste,2919900,Macururé,75,681.2,9.08
CE,Nordeste,2300408,Aiuaba,115,680.98,5.92
CE,Nordeste,2312106,Santana do Cariri,89,680.08,7.64
MT,Centro Oeste,5105309,Luciara,67,677.26,10.11
BA,Nordeste,2901957,Apuarema,83,676.42,8.15
SP,Sudeste,3549953,São Lourenço da Serra,81,676.41,8.35
PI,Nordeste,2210656,Sigefredo Pacheco,90,676.28,7.51
PR,Sul,4120101,Porto Amazonas,46,676.1,14.7
GO,Centro Oeste,5222203,Vila Boa,58,675.86,11.65
MG,Sudeste,3111903,Cana Verde,104,674.18,6.48
MG,Sudeste,3125804,Fernandes Tourinho,85,673.53,7.92
PR,Sul,4124301,Santo Antônio do Paraíso,56,672.26,12.0
TO,Norte,1718899,Santa Rita do Tocantins,56,671.54,11.99
MG,Sudeste,3138351,Leme do Prado,82,670.77,8.18
GO,Centro Oeste,5206909,Davinópolis,80,670.16,8.38
RN,Nordeste,2408706,Paraú,112,670.09,5.98
MA,Nordeste,2106375,Maranhãozinho,58,669.32,11.54
AL,Nordeste,2707909,Santa Luzia do Norte,73,668.78,9.16
PB,Nordeste,2508406,Lastro,43,668.57,15.55
PE,Nordeste,2608206,Joaquim Nabuco,79,668.3,8.46
MG,Sudeste,3120102,Couto de Magalhães de Minas,57,668.24,11.72
MG,Sudeste,3126505,Francisco Badaró,80,667.79,8.35
MG,Sudeste,3110400,Camacho,99,666.27,6.73
SP,Sudeste,3541802,Queiroz,128,666.1,5.2
MG,Sudeste,3138682,Luislândia,71,666.0,9.38
PI,Nordeste,2208502,Porto,84,663.29,7.9
CE,Nordeste,2301505,Arneiroz,53,663.26,12.51
CE,Nordeste,2311231,Potiretama,88,662.68,7.53
MG,Sudeste,3102407,Alvorada de Minas,39,661.68,16.97
RN,Nordeste,2411700,São Bento do Trairí,89,661.2,7.43
SP,Sudeste,3553658,Taquaral,90,660.43,7.34
SP,Sudeste,3501509,Alvinlândia,56,658.97,11.77
SC,Sul,4202438,Bocaina do Sul,50,657.32,13.15
PB,Nordeste,2510600,Ouro Velho,63,655.57,10.41
MG,Sudeste,3156502,Rubelita,57,654.62,11.48
PI,Nordeste,2205607,Landri Sales,83,653.76,7.88
CE,Nordeste,2313807,Uruburetama,110,653.17,5.94
PR,Sul,4115739,Mato Rico,64,652.44,10.19
SC,Sul,4202875,Brunópolis,68,651.15,9.58
SP,Sudeste,3519253,Iaras,212,650.64,3.07
PE,Nordeste,2603603,Camutanga,91,650.18,7.14
CE,Nordeste,2304806,Granjeiro,77,650.16,8.44
MG,Sudeste,3152131,Ponto Chique,36,649.17,18.03
MA,Nordeste,2102150,Brejo de Areia,81,648.52,8.01
PE,Nordeste,2607950,Jaqueira,55,648.33,11.79
TO,Norte,1703602,Brasilândia do Tocantins,42,647.55,15.42
MA,Nordeste,2105104,Icatu,53,646.85,12.2
MG,Sudeste,3166006,Senhora de Oliveira,70,646.83,9.24
MG,Sudeste,3129905,Ibitiúra de Minas,105,646.82,6.16
MG,Sudeste,3121001,Datas,45,645.98,14.36
MG,Sudeste,3120300,Cristália,38,645.23,16.98
PI,Nordeste,2201945,Boqueirão do Piauí,96,644.84,6.72
AL,Nordeste,2708105,Santana do Mundaú,87,643.93,7.4
CE,Nordeste,2312809,Senador Sá,71,642.76,9.05
SP,Sudeste,3510153,Canitar,178,642.74,3.61
AC,Norte,1200344,Manoel Urbano,57,642.17,11.27
AL,Nordeste,2705804,Olho D'Água do Casado,96,640.12,6.67
MG,Sudeste,3147956,Patis,40,639.84,16.0
MA,Nordeste,2107209,Nina Rodrigues,75,639.56,8.53
MA,Nordeste,2103158,Centro do Guilherme,54,639.43,11.84
MG,Sudeste,3110806,Campanário,75,638.8,8.52
SP,Sudeste,3540853,Pracinha,95,633.81,6.67
TO,Norte,1718808,Sampaio,90,631.72,7.02
MG,Sudeste,3144375,Natalândia,81,631.58,7.8
BA,Nordeste,2910909,Firmino Alves,61,630.54,10.34
MG,Sudeste,3166303,Sericita,78,629.46,8.07
PB,Nordeste,2510204,Nova Olinda,90,629.07,6.99
MT,Centro Oeste,5106703,Ponte Branca,82,628.8,7.67
RS,Sul,4307104,Herval,72,628.61,8.73
PI,Nordeste,2207603,Parnaguá,69,627.69,9.1
MG,Sudeste,3145851,Oratórios,44,627.21,14.25
PB,Nordeste,2514602,São José do Bonfim,89,626.74,7.04
AP,Norte,1600154,Pedra Branca do Amapari,48,626.23,13.05
PI,Nordeste,2201572,Belém do Piauí,56,626.01,11.18
SP,Sudeste,3544707,Sagres,120,625.97,5.22
CE,Nordeste,2311009,Poranga,71,625.83,8.81
PB,Nordeste,2510402,Olho D'Água,82,625.63,7.63
MG,Sudeste,3140555,Mata Verde,60,625.1,10.42
PI,Nordeste,2209872,São João da Fronteira,100,624.66,6.25
PA,Norte,1500701,Anajás,41,624.26,15.23
AL,Nordeste,2709004,Tanque D'Arca,67,623.69,9.31
MA,Nordeste,2105963,Lagoa Grande do Maranhão,87,623.05,7.16
BA,Nordeste,2920452,Mansidão,80,622.7,7.78
CE,Nordeste,2303907,Chaval,104,622.08,5.98
RN,Nordeste,2401909,Caiçara do Rio do Vento,53,621.73,11.73
MG,Sudeste,3172202,Wenceslau Braz,47,618.99,13.17
PI,Nordeste,2203420,Domingos Mourão,115,618.55,5.38
SP,Sudeste,3507456,Borebi,188,617.33,3.28
AP,Norte,1600105,Amapá,33,617.24,18.7
TO,Norte,1705607,Conceição do Tocantins,54,617.03,11.43
MG,Sudeste,3157278,Santa Bárbara do Monte Verde,39,616.74,15.81
BA,Nordeste,2904803,Caatiba,91,616.6,6.78
TO,Norte,1715150,Novo Alegre,55,613.7,11.16
PB,Nordeste,2506103,Fagundes,26,613.37,23.59
SP,Sudeste,3552007,Silveiras,68,612.26,9.0
MG,Sudeste,3150539,Pingo-D'Água,109,611.74,5.61
PI,Nordeste,2207777,Patos do Piauí,77,611.56,7.94
TO,Norte,1702703,Aurora do Tocantins,58,611.13,10.54
MG,Sudeste,3136405,Joaquim Felício,51,609.58,11.95
PE,Nordeste,2612901,São Benedito do Sul,51,608.87,11.94
MG,Sudeste,3138906,Machacalis,88,608.6,6.92
MG,Sudeste,3150307,Piedade do Rio Grande,71,608.17,8.57
MG,Sudeste,3101300,Alagoa,57,607.59,10.66
PE,Nordeste,2605905,Gameleira,63,606.76,9.63
RS,Sul,4314464,Pinhal da Serra,67,605.03,9.03
PE,Nordeste,2614402,Solidão,79,605.03,7.66
AM,Norte,1304104,Tapauá,46,603.91,13.13
BA,Nordeste,2918704,Lafaiete Coutinho,60,603.82,10.06
PB,Nordeste,2501708,Barra de São Miguel,60,603.35,10.06
MG,Sudeste,3165404,Sapucaí-Mirim,83,600.77,7.24
CE,Nordeste,2301406,Aratuba,64,600.45,9.38
PB,Nordeste,2505709,Dona Inês,54,600.15,11.11
PB,Nordeste,2503506,Cacimba de Dentro,50,599.26,11.99
TO,Norte,1718881,Santa Maria do Tocantins,48,597.85,12.46
MG,Sudeste,3169059,Tocos do Moji,99,597.58,6.04
PB,Nordeste,2513927,São Bentinho,64,596.96,9.33
BA,Nordeste,2917904,Jandaíra,45,596.65,13.26
MG,Sudeste,3146206,Ouro Verde de Minas,81,595.47,7.35
TO,Norte,1720101,São Bento do Tocantins,66,595.35,9.02
PE,Nordeste,2604155,Casinhas,71,594.34,8.37
RN,Nordeste,2413508,Serrinha,73,594.04,8.14
CE,Nordeste,2313252,Tarrafas,65,593.71,9.13
PA,Norte,1501253,Bannach,56,593.12,10.59
BA,Nordeste,2918902,Lajedão,80,589.77,7.37
PB,Nordeste,2503605,Caiçara,45,588.73,13.08
BA,Nordeste,2927804,Santa Cruz da Vitória,60,587.87,9.8
BA,Nordeste,2924207,Pedro Alexandre,64,587.23,9.18
MA,Nordeste,2111953,Sucupira do Riachão,49,586.9,11.98
PI,Nordeste,2209708,São Francisco do Piauí,96,586.64,6.11
RS,Sul,4318457,São José das Missões,81,586.59,7.24
SE,Nordeste,2803708,Macambira,54,586.51,10.86
PI,Nordeste,2201408,Barro Duro,69,586.02,8.49
MG,Sudeste,3113008,Caraí,94,585.88,6.23
PI,Nordeste,2205276,Jatobá do Piauí,82,584.68,7.13
TO,Norte,1712801,Maurilândia do Tocantins,51,584.67,11.46
PI,Nordeste,2202505,Caracol,90,583.46,6.48
PI,Nordeste,2200277,Alegrete do Piauí,84,582.85,6.94
AL,Nordeste,2706604,Paulo Jacinto,71,580.1,8.17
RS,Sul,4319364,São Pedro das Missões,66,580.1,8.79
RS,Sul,4322152,Tunas,64,579.73,9.06
RN,Nordeste,2409332,Santa Maria,75,579.5,7.73
MG,Sudeste,3124708,Estrela do Indaiá,55,578.2,10.51
MG,Sudeste,3135456,Jenipapo de Minas,81,578.06,7.14
BA,Nordeste,2915403,Itaju do Colônia,40,578.04,14.45
MG,Sudeste,3120151,Crisólita,81,577.87,7.13
MG,Sudeste,3102209,Alvarenga,105,574.94,5.48
BA,Nordeste,2926657,Ribeirão do Largo,58,574.8,9.91
GO,Centro Oeste,5205521,Colinas do Sul,41,573.26,13.98
MG,Sudeste,3164902,São Sebastião do Rio Verde,50,572.38,11.45
PB,Nordeste,2517407,Zabelê,21,572.29,27.25
MG,Sudeste,3115409,Catas Altas da Noruega,20,572.24,28.61
SP,Sudeste,3555703,União Paulista,137,571.93,4.17
PI,Nordeste,2209609,São Félix do Piauí,76,571.54,7.52
PI,Nordeste,2202653,Caxingó,62,570.73,9.21
AL,Nordeste,2703502,Jacuípe,33,570.43,17.29
BA,Nordeste,2918456,Jucuruçu,62,570.13,9.2
MA,Nordeste,2112274,Tufilândia,37,568.17,15.36
AL,Nordeste,2705309,Minador do Negrão,54,567.93,10.52
PI,Nordeste,2209153,Santa Cruz dos Milagres,51,567.47,11.13
SP,Sudeste,3554755,Trabiju,95,565.46,5.95
BA,Nordeste,2913457,Igrapiúna,43,565.15,13.14
BA,Nordeste,2902252,Arataca,43,564.62,13.13
BA,Nordeste,2906402,Candeal,83,563.02,6.78
BA,Nordeste,2910008,Dário Meira,57,562.94,9.88
PI,Nordeste,2209500,Santo Inácio do Piauí,90,562.35,6.25
MG,Sudeste,3103801,Arapuá,67,561.25,8.38
PE,Nordeste,2609154,Manari,66,559.99,8.48
MA,Nordeste,2107456,Olinda Nova do Maranhão,66,558.99,8.47
RS,Sul,4319737,São Valério do Sul,69,558.05,8.09
MA,Nordeste,2110237,Santana do Maranhão,55,557.82,10.14
MG,Sudeste,3119906,Córrego do Bom Jesus,69,557.22,8.08
BA,Nordeste,2911501,Gongogi,36,556.38,15.46
SP,Sudeste,3515194,Espírito Santo do Turvo,109,555.22,5.09
PI,Nordeste,2205854,Madeiro,80,554.74,6.93
MG,Sudeste,3116001,Chalé,66,554.49,8.4
MG,Sudeste,3150109,Piau,50,553.85,11.08
PI,Nordeste,2202091,Caldeirão Grande do Piauí,62,553.48,8.93
MG,Sudeste,3145372,Novorizonte,53,552.77,10.43
PB,Nordeste,2512762,Riachão do Poço,26,551.53,21.21
PA,Norte,1504752,Mojuí dos Campos,52,551.5,10.61
MG,Sudeste,3119005,Cordislândia,67,551.08,8.23
PI,Nordeste,2209856,São João da Canabrava,70,550.69,7.87
PB,Nordeste,2512408,Puxinanã,44,550.27,12.51
BA,Nordeste,2907400,Catolândia,79,550.1,6.96
PB,Nordeste,2502607,Igaracy,71,549.78,7.74
PB,Nordeste,2509008,Manaíra,71,547.53,7.71
MG,Sudeste,3122603,Dom Joaquim,39,547.31,14.03
MG,Sudeste,3159704,Santa Rosa da Serra,56,546.25,9.75
PB,Nordeste,2515609,Serra da Raiz,26,544.21,20.93
MG,Sudeste,3126752,Franciscópolis,52,543.43,10.45
TO,Norte,1717909,Ponte Alta do Tocantins,47,542.43,11.54
GO,Centro Oeste,5206701,Damianópolis,35,541.1,15.46
PA,Norte,1504000,Limoeiro do Ajuru,68,540.96,7.96
GO,Centro Oeste,5212253,Lagoa Santa,53,540.69,10.2
MA,Nordeste,2101301,Bacuri,64,540.64,8.45
RS,Sul,4322186,Tupanci do Sul,66,540.12,8.18
SE,Nordeste,2804300,Muribeca,28,539.94,19.28
GO,Centro Oeste,5200829,Amaralina,60,539.83,9.0
AM,Norte,1302900,Maués,31,539.44,17.4
PA,Norte,1504109,Magalhães Barata,42,538.13,12.81
SC,Sul,4216057,São Cristovão do Sul,36,537.76,14.94
MG,Sudeste,3120003,Córrego Novo,89,537.42,6.04
PI,Nordeste,2206720,Nazária,26,537.1,20.66
MG,Sudeste,3154705,Ribeirão Vermelho,80,536.75,6.71
BA,Nordeste,2916708,Itaquara,57,536.72,9.42
AL,Nordeste,2700904,Belo Monte,74,535.25,7.23
TO,Norte,1717206,Piraquê,49,533.71,10.89
TO,Norte,1720853,Sucupira,69,533.07,7.73
SP,Sudeste,3555901,Uru,87,531.06,6.1
MG,Sudeste,3148400,Paulistas,42,530.38,12.63
PE,Nordeste,2604809,Cortês,50,529.92,10.6
GO,Centro Oeste,5214705,Nova América,69,529.61,7.68
TO,Norte,1701309,Aragominas,64,529.22,8.27
SP,Sudeste,3515657,Fernão,64,528.96,8.26
MG,Sudeste,3102506,Amparo da Serra,52,528.3,10.16
BA,Nordeste,2900603,Aiquara,56,527.73,9.42
PI,Nordeste,2201051,Assunção do Piauí,85,527.62,6.21
AM,Norte,1300409,Barcelos,19,527.3,27.75
PI,Nordeste,2205573,Lagoa de São Francisco,67,527.16,7.87
PI,Nordeste,2202026,Buriti dos Montes,63,523.85,8.32
SP,Sudeste,3549607,São José do Barreiro,34,523.77,15.4
BA,Nordeste,2915700,Itamari,76,523.75,6.89
MG,Sudeste,3148806,Pedra do Anta,67,523.18,7.81
PI,Nordeste,2204105,Francisco Ayres,84,521.96,6.21
MG,Sudeste,3132305,Itaipé,102,521.3,5.11
PR,Sul,4105201,Cerro Azul,34,521.08,15.33
GO,Centro Oeste,5208301,Divinópolis de Goiás,30,520.99,17.37
BA,Nordeste,2907004,Cardeal da Silva,43,519.88,12.09
PR,Sul,4100202,Adrianópolis,33,519.27,15.74
PB,Nordeste,2515104,São Sebastião de Lagoa de Roça,40,518.55,12.96
MG,Sudeste,3136520,José Gonçalves de Minas,49,518.35,10.58
PI,Nordeste,2203354,Dirceu Arcoverde,76,518.34,6.82
MG,Sudeste,3121506,Desterro do Melo,39,518.26,13.29
AM,Norte,1301100,Careiro,26,517.19,19.89
SP,Sudeste,3543253,Ribeirão Grande,54,515.75,9.55
AC,Norte,1200351,Marechal Thaumaturgo,42,515.35,12.27
BA,Nordeste,2903300,Barro Preto,38,514.61,13.54
PE,Nordeste,2601052,Araçoiaba,53,514.05,9.7
BA,Nordeste,2924108,Pedrão,56,513.97,9.18
RS,Sul,4310413,Inhacorá,88,513.93,5.84
RS,Sul,4317004,Santana da Boa Vista,78,513.52,6.58
MA,Nordeste,2109270,Presidente Sarney,59,513.19,8.7
AL,Nordeste,2702207,Coqueiro Seco,53,513.17,9.68
MG,Sudeste,3148756,Pedra Bonita,87,512.11,5.89
PB,Nordeste,2504355,Caturité,41,511.14,12.47
BA,Nordeste,2931707,Terra Nova,58,510.52,8.8
PB,Nordeste,2507903,Juripiranga,47,510.33,10.86
RS,Sul,4304853,Carlos Gomes,51,510.29,10.01
TO,Norte,1718550,Riachinho,63,508.97,8.08
PI,Nordeste,2202851,Coronel José Dias,53,508.21,9.59
PE,Nordeste,2600609,Alagoinha,62,507.02,8.18
MA,Nordeste,2110807,São Félix de Balsas,58,506.08,8.73
PB,Nordeste,2504702,Congo,53,505.91,9.55
RS,Sul,4302055,Benjamin Constant do Sul,50,505.34,10.11
PI,Nordeste,2202117,Campo Alegre do Fidalgo,61,505.31,8.28
MG,Sudeste,3137304,Lagoa dos Patos,27,505.2,18.71
MA,Nordeste,2104701,Graça Aranha,66,504.58,7.65
SE,Nordeste,2806107,Rosário do Catete,51,504.12,9.88
RN,Nordeste,2403756,Fernando Pedroza,64,503.19,7.86
RN,Nordeste,2402808,Coronel Ezequiel,52,503.05,9.67
BA,Nordeste,2924900,Planaltino,62,502.95,8.11
PI,Nordeste,2211506,Vera Mendes,58,501.01,8.64
MA,Nordeste,2107308,Nova Iorque,65,500.59,7.7
RN,Nordeste,2404101,Galinhos,59,500.58,8.48
MG,Sudeste,3103108,Antônio Prado de Minas,71,500.57,7.05
RN,Nordeste,2413201,Senador Georgino Avelino,48,500.39,10.42
RS,Sul,4311429,Lajeado do Bugre,48,500.13,10.42
GO,Centro Oeste,5216908,Pilar de Goiás,59,499.83,8.47
PB,Nordeste,2512077,Poço de José de Moura,106,499.57,4.71
MG,Sudeste,3126604,Francisco Dumont,35,499.32,14.27
AC,Norte,1200393,Porto Walter,55,499.07,9.07
PI,Nordeste,2202711,Cocal de Telha,84,497.0,5.92
